owner_id, project_name, commit_hash, old_val, new_val
10001810,t3kit,9f631ec8e99d1af9a54a0213aa454d7da68358b5,2.1,3.1
10021339,openprescribing,f06a6d25e0395eaa815832b6aa1deacbb142456f,2,2.1
10021339,openprescribing,73aecaa9d7e4f116344135f5b183b598d06c4e06,2.1,2
10021339,openprescribing,c421ab00ae54682632e9f6f419f83c8a6d445574,2,2.1
10070724,gameon-sweep,eb3d317a8faf4614cf5cc5112260d8841d535d5a,2,2.1
10126402,website,686accff0d44d85a2a5dbaad2b948e3fe802be30,2,3.2
10128916,atlas,9fb3b244ec40a80fc6b244b1516b4868da9df644,3.0,3.5
10193576,dbs-back,317827af9d619bd2b2b3617eb39ee68b28d1f5b2,3.2,2
1022450,electricitymap,90e17b63e3467a264e95c601250bb6cbd4056742,2,3.2
1022450,electricitymap,834618252b8f034c9d22f97a69ad978e67f5fcf5,3.2,3.5
10369230,popcode,705df7df23bb18d36160d8310faa3ed2c2263bb4,3,3.7
10380049,softwarecraftsmanshipgc.github.io,9e48ad6b015cda8f6d1e27a965de89698b5f0503,2,3.4
105701,WebODM,f310826f14a969879d0af527e93d3f3552c011c1,2,2.1
10585786,pipeline,243d572290c487770a72652f11df8482ae8a1286,2,2.3
10585786,pipeline,a00e2b610760f619871ea9097ba18153034c9945,2.3,2.0
10585786,pipeline,1895e3b155cb7cbc111d201445e00cc045a52239,2.0,2
10585786,pipeline,75f1395bc2a7b40e7ffe241edb0d96df2062cfbe,2,2.3
10606682,womenrising,a3c149a220cd8bdd19aa0ff77b0cb459d3dd2211,2,3
10663333,dbmate,4e01c75eca658605a04c4701da8512088df35fd4,2.1,2.3
10910753,webui-aria2,15ad0ede2b498d5e21d9e60a8c02d113d2614102,2,3
10910753,webui-aria2,561458de643d157053e49e71a9be77529217e65f,3,2.3
10910753,webui-aria2,fa087cf91beaa57a979b5d2d31c3a2e2acdcb8fd,2.3,3.7
10966336,notify.moe,1a63d04e6408068a50bd883835015f281296e3e1,3,3.4
10966336,notify.moe,89766a526559185db89087d6fbc686982065d96e,3.4,3.7
110694,BlogSpider,ec81f6d0618ee0d897bad54ea415bf8b45137d69,2,3
11091938,GroupButler,4656876d4e6a971b0097514bc2c42ab5442a1e7f,3.3,3.6
1116987,santropol-feast,ab58c088ccf97de5d194579cd3baf0b13392c489,2,3
1116987,sous-chef,ab58c088ccf97de5d194579cd3baf0b13392c489,2,3
11262773,tmlpstats,00febc3e6226cca8abab05883e538f504c442f9e,2,2.1
11308795,yarpc-go,2fc04debcb9db630bde96c85f2a53c78a09d8735,2,2.1
11370803,mern-starter,b0f19bd82dd5e06330f21e5fc7264d98199542a1,3,3.4
11434407,pyaddepar,629eea2a61becd3f9228a611cb25b13b5443ca14,2,3.4
11434407,pyutil,a91811143ed461b0db9a7583ed7cc03dfb78c8ec,2,3.3
11434407,pyutil,475b6f08a359637cdc76a7448dc2a6fa3cf838d1,3.3,3.4
11434407,pyutil,ac4094330f68f5c483134f0562d1cd61bc0932db,3.4,3.6
1146,addons-server,8a646cadc436430138b3bb63eb2ca07dc6670cbf,2,2.3
11571718,website,965e42cd22a29843ecbbea5ed01d69b67bc49ed5,2,3
11580850,scinote-web,4b3d752290c3ff9cfc0044139c4c7da77fe4bfc0,2.1,2
116358,OIPA,e666324d8773df673e4a503a36160ff6606e2f63,2,3
116548,ios,02a527bfb3a429f059f87877be6642c000f7df05,3,2
11693976,dbt,da2d7ea8c0eebcd1fc49e3e22cd1674d6727ff42,2,3.5
11699622,hav,2f030ec1f6467c14c75d69b76ce8b9e31ae4c634,2,3
11699622,hav,34a040066d51eec4dd09224fa52cd904f1db83de,3,2
11699622,hav,c464cad160c3ecbbd282891727f5794b67666c78,3,3.7
11802837,smart-meter,b9b8a88ef0942370011c3ceb54ed83ad3a2bc3fb,3,3.1
11868133,laundree,6ac0503becaf1865e8cbb90f462c0c37f5501f49,2,3
1196704,uchan,03186a36a3b82ae8a738df908431b4bd291b3ba2,3,2.1
12144124,od-ot,f276bb09a3e08fba163473129fbcc733ff189013,2,3
12222982,leprikon,5969aa4684f5d8398a271a9da46737df8a95a6f5,2,3.4
12301919,supergiant,4fe045c8825cf9c8d7aca584eef614a810e2d7e1,2,3.7
12301919,supergiant,06e80647c560ee9b41b384514277a644237b6857,3.7,3
12301919,supergiant,44e93ce70f55221613f58b4983624fee4412999e,3,2
12301919,supergiant,77aea26ec2b6afae1aa879bd81eddbdfa654eee4,2,2.3
12761021,opt,a6c4c2282344c1b6e40eaa50b0a3b7936a7270e8,2,2.2
12761021,opt,fcc250604fbdec7cb3de6687f7ff08d71a394317,2.2,2.4
128498,NodeGoat,79964a7b60c3b54d6b7317e36fb70592a271d2cf,2.0,3.7
1285570,node-cqrs-framework,32dbdd81006b9444dd4ae3da635be0bf52b6da64,2,3.2
1310397,MockResponse,3dd4ed02f4e50106d71a443d73150eda7bbcd51d,2,3
13168660,Behandlungsjournal,21dd16957648b769c488749ad5365b9e911d4d8f,2,3
131730,django-clock,76b39a1249f74c9a6afa186c979bb82818565359,2,3
13224316,airflow-pipeline,16a5665334a2ae9ce81ccb208e3db2cd77817b87,2,2.3
134408,redmine_issue_badge,fdfd93d4e853422067e58174d3c68a0ac430a9d5,3,3.2
134408,redmine_issue_templates,f9a8a1e1061bb91db9263c8fa636872fa7e2d996,3,3.2
1346693,wp-ppo,f766a04f96a26d6ae7531cf6fbcc7137cc017b7b,2,3
13608866,DockerFinder,180456d35894487a2665d7f09c3c9f78ddb24e8b,2,3
1369375,geotrellis-site,6fa845d9739d8fc9c618331fa04b9ff4c3384989,2,2.1
1369375,geotrellis-site,07a2a1682ecbb52fee4a2df2000422bcf9692ee6,2.1,3
13699164,appstore,046344ec86a82c706745268d914aeb7d96296988,3,2
14031471,course-mapper,2789ead1f1e431f384038b7706e42685a39a73a3,2,3
14105322,iiif-bookshelf-webapp,746451133e678d7979c34f81f61a091ca5fe2a6a,2,3
14105322,iiif-bookshelf-webapp,284beb7b6a5d38fe569c8d36b8dd1eec6cd466bf,3,2
14105322,iiif-bookshelf-webapp,8ef439712b26c0edb2f2e7a0fe373fcf93d8f247,2,3
141448,react-flux-gulp-starter,1f50fdb5e313b91053ba2204abffb52219143478,2,2.1
142687,MARCEL,14074d6b1acff18b8d319163da0a1c692c2bb1ff,3,3.0
1439008,ex-libris,21d2a37ffc0654fb41838b5dd6bedef973150831,2,3
14498946,runner,3d43f181b1ac589dfd95f2b75c19d89ff13acf19,2,2.2
14498946,web,53bc355cd17159bad6267752b265344921b64821,2,2.2
1483843,clojure-template,fa48596f5e3935bec0c5a71cca11dbaf8f7fd3be,2,3
1483843,koa-react-isomorphic,69b13ba55439e1e15adadef8727f648126747f61,2,3
150573,medic-analytics,d02664034a25f4aac7d0921c9f8c4e158ad7021c,2,2.2
1528350,ocl_web,3a1ae637aa76cb38df9c2ba542b46c7d0e065b42,3.1,2.0
1528350,ocl_web,bde86100f814a4b15be588fa0be5d278c8707acc,2.0,2.1
153034,cp-local-development,ed0a89cd095615aabdef7acce07d8114619d7bc0,3,3.3
154662,ranked,9fd74c0c1e5a3ee6d2798c83defe930cafd9be18,2,3
154662,ranked,d7b8b6668b34b437911a7ae9e73faa84e64cb4a2,3,4
154662,ranked,89ee7eb4b5330d7bac767c6ac664e6bb9b55a6e0,4,3
154662,ranked,ce1eb76bbdbd248faec9166e559d1e6307ac6a88,3,5
154662,ranked,21e97e11be135dc38984e8f410631bbfc99a124e,5,4
154662,ranked,9cafdcea7f3df5a02627284b91424499c6916dfa,4,3.6
154662,ranked,c64573263e0486b4186a87e7eec7aaf698c1ef32,3.6,3.2
154662,ranked,80f1055f017d84afe63009ed87ffe4faa5cb7ed4,3.2,3.7
157646,icu,f63ab76cf8b2d3e95a6170f5625b4017284a9318,3,2
1594437,fablab-manager,bd3aa2fc670bbe1a026385549de563ac2a19502a,2,3
168733,build-a-saas-app-with-flask,0f9eee380b7e38c10f6b3e7b69dd1cdf6695c52a,2,3.4
171757,activeadmin_settings_cached,2e41d7059cf3a65a7ea09ed747d6b2ac4e4b9ecb,2,3.3
1721664,docker-centos-openssh,f047bf330ecaa7c980c5e161d48bbaa52e0a7269,2,3
1786453,django-DefectDojo,b1c6dc0e7b25d1009fe8844b7291f3b49c61fdef,3.3,3.4
1786453,django-DefectDojo,200ce946d2d13922e613158cc13fb6a1b0c7da6f,3.4,3.7
178719,api-platform,e7e1ed6b87920ba21e923d797139a5f02f62d387,2,2.1
178719,api-platform,0726c249e090f73d28d6f2f7d1cfe93a1ae70fe9,2.1,2
178719,api-platform,a5850204a416dd020f57edd4e9ef149fbd2d6348,2,3
178719,api-platform,bdf7f3df122e0337153e9aeb64de009316cecf6e,3,3.2
178719,api-platform,a87f074234b3e5f3cc6e742bd82f5957fa5145dd,3.2,3.4
18076,tdnm,15483bc073063e11605833f3db5ff6b87a1d81bc,2,3
1830500,chat-sharelatex,08b1ff984098ccb7b4d8f693e303fe8b64428c8f,2,3.1
183088,easy-jenkins,6a76733d74c3b9c4cdf43d99acc698f8be24f65f,2,3
183088,easy-jenkins,a65b2e6de5c759f9f55c7e1720ab77ed8074649b,3,3.3
184620,redzilla,7f5a90e89fefa737fa6540fc3cc748df164d746e,2,3
192458,data-hub-in-a-box,02b3350fc1149dc937fd1a880a3da534f0ecb1fd,2,3
1981073,osf.io,74afe9ac5530104fbce20ad01d70ab055d7f36da,2,2.1
1981073,osf.io,c0b2257baf9589977954d689e690236711a0d348,2.1,3
1981073,osf.io,9028e8b589dfc666d0a4231be14cd2797034dcb8,3,3.4
1997066,walle-web,eeaa15c847322e51209df5b3b8de4b42efd288ff,3.6,3.7
2049524,quantum,0d71b0faa63605472427c07885181778f4b676dd,2,2.1
210211,pender,010e95abceae094a2663f92504c6ca2f85ad456e,3,2.1
21051,dotfiles,413cee866bd4031ad9497322c0edc45eb6249d78,2,3
2141459,gocryptotrader,cf1d8b2a24e067af67d27c32f7dd5f4ed2ec4bce,2,3
218202,featuring,a7324e24cb7670a7caeb1147cc591ed37e829d7d,2,3.5
220449,pacifica-reporting,c5afff04c631a03294c138125ee7600fe20eadd2,2,3.3
22065,amzn-recs,9d3d160a9175693c56654d66e7931a6d8b236ec8,3,3.1
22533416,shlink,425f2544531c06b7fed7ba2d4574e136846fda98,2,3
22576780,enterprise,baafb7c71cae2acd49c6b1cf0cae81cea21f353e,2,3
22576780,enterprise,64457719e1eb9740f3f5eb94d284fcde57da6726,3,2.1
22576780,server,4422f1f38bb1ed9c0c6c423f6cb0b7d356c3ff64,2,3
22576780,server,bd4efd40092d6ff2d42884855bea3c2b652b2fae,3,2.1
23163,nymph,322251f1cd2510696b11db41ff2050dc824d6ac7,3.3,3.0
23163,nymph,e99b6010e39b1d0f7d2164ab24c37be574e45563,3.0,3.1
2389641,ByNight,113f32f83564c9493b47c50a07efd24b30cd8332,2,3.2
24211869,carceropolis,2e742a2145bb2e15e7fdd7bd5349a498aee34768,3,3.4
2437699,mlsb-platform,55151cfa11edab0433e861887646cde17b7294a2,2.1,3
2470070,wp-foundation-six,c9a63dea546c50e3ab868bbf33b5237fc45d9cd0,2,3
2484863,blog,a2de4ecdcedad175d054de745dc5cfd26ce6f8a6,2,3
2484863,blog.alejandrocelaya.com,a2de4ecdcedad175d054de745dc5cfd26ce6f8a6,2,3
2484863,website-expressive,2d0c015e666f63ee1ebb74cc25771a12ea6321a7,2,3
2489017,mblog,3141abb6ea0489b9e6032b0a4aedf4fd077175cf,3,2
2489017,mblog,a421a0968fa3d9c2458370db9c0fa2c89d95cde8,2,3
2513934,academic-bloggers-toolkit,c257172a46e512aba1972d80d208310ed7de1d40,2,3
2513934,academic-bloggers-toolkit,5a57b8faab3adfa5e06c20e661273d76d4385a62,3,3.3
2513934,academic-bloggers-toolkit,8b90b66a2c9274b83ca314b157315e99003496ca,3.3,3
2513934,academic-bloggers-toolkit,a0446d670fcd9b72eee209c044008887267f2e0b,3,3.7
2514128,elk,5d9cdcb55a13852c4ed96e4e70331f6f55b29e3e,2,3
261129,honeycomb,0bc9a62c974e751e12d53965cfd69a16c332c044,2,3
268362,nakadi,fc0c7e82c1d194d136cdf0e125965d7ee5d1e62b,2,3.7
268362,nakadi,408efbf29e53605a9b683c4f6524a6f2024cd4c0,3.7,3
268362,nakadi,4750fdf0eec17854a44642bcb872079f1c9452f0,3,3.7
268362,nakadi,6d072fe2a9a928a962a38f64208a69cd0ed2d2c1,3.7,3
2698693,sct-snapshot-rest-api,14c90ac8bfee93718732d0a8128ee0e7c80cbc1e,2,2.1
271301,agrc.github.io,7516d207753119ec476922c24f3b34a06880ed3c,2,3
271301,agrc.github.io,873a43337ef21fb3d1f4bb4f5045a01bfb93f6a6,3,2
271301,agrc.github.io,ff914b4a2b6c4fa5a882624f9b43d4b250be79fa,2,3
271301,gis.utah.gov,7516d207753119ec476922c24f3b34a06880ed3c,2,3
271301,gis.utah.gov,873a43337ef21fb3d1f4bb4f5045a01bfb93f6a6,3,2
271301,gis.utah.gov,ff914b4a2b6c4fa5a882624f9b43d4b250be79fa,2,3
2719296,serilog-sinks-splunk,9ca12b5ad65997cdd63d263d7aa4009a1d5da149,2,3
2732948,AFDG,af307c0bff05856ef0f2fd303e4e85ac4910dada,2,3.4
2744225,play-with-docker,686c861928d1ea9e0cb3e08e6c0591e5d984c975,2,3.2
2772083,docker-flow-swarm-listener,f0427aae3fd8c6a17d3163c701652ec810dc93b9,2,3.2
277808,freedomvote,5114d2a57e6cfaf550fe442d806f3bf467b440ba,2,3
277808,timed-backend,196ceadd92b5de2548f37315892184de1654741e,2,3
278710,reactive-kafka,e6c225d47a92ca3881e7d11a995c7354ee9bcf4d,2,2.2
2812073,starterkit,28a518ebcdab82eb09248dddd9055707f17e1166,2,2.2
2823113,go-gin-wrapper,25d0aaf10d364961a7edee1e7730db452eeb2bb1,2,2.1
2823113,go-gin-wrapper,f4a95d4b0b64c7bc16c592510bd6bf91f4cc2dee,2.1,3.0
284987,php-db-migrate,d257ecc185055ba1af80e6c8fe87087def5c8584,3,3.4
29053769,typeorm,fb877511566f558e46035b7f56eadfdd7471f3c4,2,3
294529,Caldera-Forms,8f7f02f399227639bd4c7ea9da4ef2830eb9f4a0,2.1,2.2
2957837,fixit,b5ed7bdc80aeb00d9791f6ce86112499b48d4f68,2,3
301764,docker-compose-development,5e290a8e157526c1e83ab43752fb893635a168a0,2,3
3021926,imixs-microservice,371dccdb731c1df565df3eeabc70d7c13b2bb31d,3,3.3
3023530,splits-io,1969addf60acf1694611df544b3d2dca1431200d,3,2
3023530,splits-io,075802a7cd110d764b42b196499da98f23fe9e34,2,3
3023530,splits-io,e97c0b9074c4fffd41cdcc5666951a36d1570c43,3,2
3023530,splits-io,d4357d7e029a175f12306efa84bd3eccf14ac028,2,3.7
30383467,boldr-api,6c3780e68e1873096a86b83a5485b526793c3eae,2,3
3043603,inspire-next,11e4d057d1f7f72a02dca1a88362793a42a1a4e1,2,2.1
30814104,MusicCampScheduler,87fed4de2d0f06546182562b32f15588b5da6560,3,2
30957,kivy-server,fb7cdb633a6a5ae32acccfa7eb338ca6b77824eb,2,2.4
31035589,zabbix-promise,5e56188ed750f1947ff1bef436b0bac39056ab92,2,3
31079982,WildBeast,ffd5c0200f9d1106e2c0137f008d8eff982e04b9,2,3
31624249,EDDI,3ac111444293cec7fc8d6ba7f74c4e80d24a705a,2,3
31698,webapp-boilerplate,57b8e845810dabd2e67a6dd6b3d1cd7dbcb14773,3.5,3.x
31698,webapp-boilerplate,d6f6c49bccc69934b2621963494d10bf7b7b1602,3.x,3
31698,webapp-boilerplate-webpack,57b8e845810dabd2e67a6dd6b3d1cd7dbcb14773,3.5,3.x
31698,webapp-boilerplate-webpack,d6f6c49bccc69934b2621963494d10bf7b7b1602,3.x,3
3283918,typescript-node,ff0b56e671429ce6fb9058d9633334a65cf57504,2,2.1
3299868,website,5ad7188ec93d91e8cccfe566e7512363d582e8fe,3,2
3386645,earkweb,e3694db09499e7d6b4d5ba3fedbb0d6bafc968fd,2,2.1
343259,osu-web,6bf6910e8a7492b2ca96212a5f1222be9ba0afcb,3,3.4
3453234,whats-open,e3704bcbfbee33343f3eae016cadad572f5aa907,2,3
3480713,PowerDNS-Admin,5fbef40038df787912728fd53082c4090f5325f1,2,2.1
3485151,hospitalrun-frontend,b5ba2018a87cbbaa1b8a7d093b5f36654bfd55ef,2,2.1
35329,database-as-a-service,bb8d474b9658ed67e729795be9a1f26d591376d6,2,2.1
3561530,cerebrum,cd12eb53ddf32f8e4b89fe6faab534415b868c1d,2,3
3569669,eq-survey-runner,cd3cddafcdf1b4fa6cd90e7be8f0534153629d3a,2,3
3693955,viaduct,93af50e37b9b30e91dbd4de25dd149bb6ef2434a,2,3.2
3693955,viaduct,66af8d083750b6cf7199c14b2d5aeee693ede773,3.2,3.4
3752258,tests-cucumber,657e2e657afcde889ec5e03aa1e284d452585d87,2,3
3752258,zucchini-ui,657e2e657afcde889ec5e03aa1e284d452585d87,2,3
3772787,WebODM,f310826f14a969879d0af527e93d3f3552c011c1,2,2.1
3869109,openbazaar-go,2b8317427c29c950a0b1508734353c490b92bfb6,2,3
3911744,xen-orchestra-ce,d2207ceb963f2c701c74b5ec4820c2ff1f75e934,2,3
393551,StepBundle,1104cbb61fc5e4778cb46cfdaf13f03436a70502,2,3.3
4073,hackathon-starter,c9ab8844f7005a7348b0ed783c35d10814dba722,2,3
4129506,MoeBot,3c4c23ee5c517fa1f11fb3e75a21137a2ad1b50a,3.1,3.2
4307192,concourse,fb668bed61a1f756bc49170b86b20aa95efa0373,3,3.4
4307192,concourse,7e14d97b7868185d40fbc75a666b0e570898f932,3.4,3
4386707,micromasters,b12dfe8ac66bd98b6b381c99e095c19cf6cf0725,2,2.1
447895,receipts-rest-service,5037543a1902e6d264c82e2aebbfafa6d21fee2c,2,3
45727,nginx-build,6cc4b93e00ce116b47da8ba2cde011371f06fb8c,2,3.3
4573151,AspNetCoreSpa,09a8b841bbb699d66bf3c936a6eee1a8456501d6,3.4,3.6
4594874,fetch-django,756f87355decdfe3cfe3a68db07ca97875e143d1,2,3
4646599,docker-nsolid,63476ceb1596add618858ff1332b6d3050a6b1b3,2,3
47277,contraq,f3bdc9e27e1a18a85548002461b330084d34968d,3,3.2
473605,private-tor-network,7870cd5b5e848f7cd1fc9546d92e7a76959a8616,2,3
485345,wp-graphql,2f6add3cdb0d4dd2c10a7f56374efa116b6f6b09,2,3
4890355,cozy-desktop,ec18e663d79a71fef701077e92e4350b6985030e,2,2.1
5112793,web-umenia-2,f7ed8a43ac3d49a4f9ccfcc6089576af74e6def6,3,2
51270,wetty,c14ee990811d8b4a7476a93d139c675ad9bb2ff4,3,3.5
5275533,home-web,b0c19d92ac65fc4d21a1b062646bf8d381695d2b,2,2.1
53208,libreborme,cd669f58f1a70de34ead5bedcde964b74fded937,2,3
54788,raster-foundry,e0c4b458b002afc673a9adbf2890ebdc9ff8db1b,2,2.1
54788,raster-foundry,06e141d399ef4d83ed08e140d1d458ade5e3d88a,2.1,2.3
5484364,pitherm,415b146e9c04fae5a61fd33c3a0fade48e1c9ad2,3,2
5519598,naxos,7292f1834eda266d6a09bfa909fc53197f689897,3,3.1
552249,DIM,d4a8b1e697d3a536c3a0c441d40fe62be2f578e9,3.7,3
5638624,website,4d707d2215baadaeae4400a89942e50182aadaa8,3,3.7
5734604,filterlists,79657e2eb8f8cd020eeebd834bc925e7a4bd66ba,3.4,3.7
5746,django-osgeo-importer,259340b3f9e06e7e74269b19c06f9edfffad6038,3,2
5762760,MedBook_,831a8176b932098e52f998d3c94133f9bb6b6719,2,3
5762760,MedBook_,40b140d7f0f25afd527f0a86cc6a6e78c5083667,3,2
584642,OIPA,e666324d8773df673e4a503a36160ff6606e2f63,2,3
5943917,aigar.io,eafb7e841ea3b0727f7328beb175a786dc3df9d9,2,3
5986677,identity,c67bd39bc1f0e74bbdb3ec88403dd12400691af0,2.1,3
605492,angular-seed-advanced,0230c1ba63fba4783bb12068586dd7b73df39866,2,3
60628,homeland-docker,efbea9e76fe439ba161b1bffa42efc96a7487070,2,3
6079335,boulder,aef2fbb13feed1ee7112d16667be3b46736f694c,2,3
6117165,Docker,f7b8178533d0a6d951bd7f03ab432a1994f5d0da,2,3
6135600,Caldera-Forms,8f7f02f399227639bd4c7ea9da4ef2830eb9f4a0,2.1,2.2
6164807,WildBeast,ffd5c0200f9d1106e2c0137f008d8eff982e04b9,2,3
6167902,functions,f3b07290d095c18c3d11ba53c483dfd2047f938b,2,3
6169358,tmlpstats,00febc3e6226cca8abab05883e538f504c442f9e,2,2.1
61740,fam100,3aa0f76dc030d535f92b11ce27fc7e6aa76f03fc,3.7,3.0
6206609,Drupal-Scaffold,27f1491ff38458ad5030f28e82184be9cdd7ae0c,2,3
6260305,bookbrainz-site,cbbe14560d55a49a8306a348daac4837b7cdc4b5,3,3.4
63289,docker-rails,c10f34981d5dd2f86e1b1f97e11c95704f6114f6,2,3.2
63289,docker-rails,93c99907fcd1f67fba49b96dafed93ed0f65114f,3.2,3.4
6539221,algobox,c6fe6f1e2fb052a55746e8f9b0f1b179a0724b04,2,3
6722602,frontend,0ea59303b38163e9c18dae119ff475040379b20f,2,2.1
6739908,DukeDSHandoverService,7dde17eb220524ea3f979f010eca7f6e6a895e68,2,3
6740754,nodock,42d0264186f03ed260353eb5387f749874b4c330,2,3.3
67546,browbeat,72cb74932f04b9a233eb6e5df77c817ba0d2282d,2,3
67546,browbeat,57352582d40984f6476b4e8d85d570727a3d7584,3,3.2
67546,marli,39498532affbe1bd840a52c059ccef4cf6c2ebd6,3,3.7
67546,privileges,535f877debd4c77cbaa8adb2f1e1548d3cbd4278,3,3.2
67546,privileges,305a8b7ab6a5db4b25ca4bf8e52a92b1731f28fa,3.2,3.7
68090,vim-bootstrap,71d23cb19f556c494b9b5a0abcaf06f3783a3ddd,2,3
68090,vim-bootstrap,ea27f3523263ad152a8c69b8e6395e4235dfef36,3,2
683314,influxdb-nodejs,d0f8545cc3d004c2b861a47651d4643507dbb7dd,3,2
692828,docker-compose-akka-cluster,ff32b64d3f6f27f80dedc4060022507a45f6253c,2,1
692828,docker-compose-akka-cluster,01233c393e0a9865ab2f113bedd2a643ad78dfd9,2,3.3
7067223,sheedhet-server,df6395c24ef74478dd1e214658e4f8c81ab7c268,2,3
710665,nginx-boilerplate,1d491ab2407f49b1c6bc74efcd37c41c7c084329,3,3.1
7118275,forex,33a84e9b5c0bc463d79cacde49705a89a21fce2d,2,3
7170570,qashot,a822be69262e92e57001ea89bf674a239f6f9879,2,3
7170570,qashot,376ec1a4e201944c941c48d6f709974457ca87cc,3,3.7
71830,cnx-archive,8d502fff23cb2939d89c59a34377ba129975f083,2,3
71830,webview,50ba5bd3767e5414a210d68e67daa1aa163ce660,3,3.5
720739,dungeon,b5f7a53236312b31f40f77e8e5d0a735be3f822c,2,3
72776,curious,c573c2590f07ef3e5e6d106c2c47cecac6ba3323,2,2.1
7318318,blog-api,8b07f4a9cfa69ba822c60b566695196a27e7fc3d,2.1,2
737774,OctBlog,31ec80c32ef5d135acf9f3627839248c2ac11965,2,3
746744,Shacknews-Push-Notifications,7739a6d87045c485ae9aab68731e0371ebbf743f,2.1,2.2
7483087,sonicdipstick,762f29e1b599984e13f1accc0dd926ce357e1180,3,2
752966,embulk-input-remote,e2f13eb06d9a2a6c9b2e2fc07230ad5768dba4b8,2,3
77981,aleph,31558d71252923a2f8a06d9af4d0b3ec8eca46fe,2,2.2
77981,aleph,e16210b78f71b4a6418ff8ff6c0ed5232d754fe5,2.2,2
