changed_feature,status,commit_hash,,comment,,persistdataintohost,sharing between component,sharing host data with container,unkown
volumes,values_changed,5a5e60489a8f8d56a176e44128b60226754f7efe,https://github.com/search?q=5a5e60489a8f8d56a176e44128b60226754f7efe&type=Commits,host volume path changed,,,,,
volumes,values_changed,57e3dea189cf8a49a902ef0bec351fa0df1f54da,https://github.com/search?q=57e3dea189cf8a49a902ef0bec351fa0df1f54da&type=Commits,container file path changed,,,,,
image,values_changed,9920058ef0e6417ca5a9ed99e6f3187330060e44,https://github.com/search?q=9920058ef0e6417ca5a9ed99e6f3187330060e44&type=Commits,image version changed,,,,,
image,values_changed,473b2c4b6ae0a6ad7e7bbedfe20b16d78dcefab6,https://github.com/search?q=473b2c4b6ae0a6ad7e7bbedfe20b16d78dcefab6&type=Commits,used specific version of image from latest tag,,,,,
volumes,dictionary_item_added,fb7a81ad74d9c411c3675876f92b20e9ab454ee6,https://github.com/search?q=fb7a81ad74d9c411c3675876f92b20e9ab454ee6&type=Commits,share the host file with container,,,,1,
volumes,values_changed,4422f1f38bb1ed9c0c6c423f6cb0b7d356c3ff64,https://github.com/search?q=4422f1f38bb1ed9c0c6c423f6cb0b7d356c3ff64&type=Commits,z flag removed from volume mapping,,,,,
volumes,iterable_item_added,93de4c2ba011e20f55eed11838f8365daf3253c3,https://github.com/search?q=93de4c2ba011e20f55eed11838f8365daf3253c3&type=Commits,variable substitution is replaced with actual path,,1?,,,
image,values_changed,38592e3ec4b6f4f4ad547fdebde4ac12a676302b,https://github.com/search?q=38592e3ec4b6f4f4ad547fdebde4ac12a676302b&type=Commits,different image used,,,,,
image,values_changed,ffd70d48bdca6dc9725bc9e0eb598284f46817e4,https://github.com/search?q=ffd70d48bdca6dc9725bc9e0eb598284f46817e4&type=Commits,community image is replaced with official image,,,,,
image,values_changed,62e9b6813b85cd45c33aa73bb8e6c2faf3a595bc,https://github.com/search?q=62e9b6813b85cd45c33aa73bb8e6c2faf3a595bc&type=Commits,image version upgraded,,,,,
image,values_changed,2927afccd685a1d64a3ae269b3d437c2d64df4c3,https://github.com/search?q=2927afccd685a1d64a3ae269b3d437c2d64df4c3&type=Commits,fixed image name,,,,,
image,dictionary_item_removed,f7ed8de616faecdd10a8f1b622cd824c2902c9dc,https://github.com/search?q=f7ed8de616faecdd10a8f1b622cd824c2902c9dc&type=Commits,manual build added,,,,,
image,values_changed,fb554b6b2334a2f4d7e8aa530716e6ae707ee5fd,https://github.com/search?q=fb554b6b2334a2f4d7e8aa530716e6ae707ee5fd&type=Commits,image tag removed,,,,,
image,values_changed,c3eabbacf8f6bcf1d2786d90d49dc550c23ed036,https://github.com/search?q=c3eabbacf8f6bcf1d2786d90d49dc550c23ed036&type=Commits,image version upgraded,,,,,
volumes,iterable_item_removed,398b366b5142a5991198aefc5f13f5da8e660cbf,https://github.com/search?q=398b366b5142a5991198aefc5f13f5da8e660cbf&type=Commits,cleanup,,,,,
image,values_changed,e3bacc653e4df06c2330ffcfed7c8f41dd41d57c,https://github.com/search?q=e3bacc653e4df06c2330ffcfed7c8f41dd41d57c&type=Commits,unavailable image tag used,,,,,
volumes,values_changed,0f5fc89c3549f1af1fb57bccb6a60d1df1c3c2f0,https://github.com/search?q=0f5fc89c3549f1af1fb57bccb6a60d1df1c3c2f0&type=Commits,removed host mapping,,,,,
volumes,dictionary_item_added,d6370b11255f9a9a56111d9b61750c3e5cddc687,https://github.com/search?q=d6370b11255f9a9a56111d9b61750c3e5cddc687&type=Commits,refactor,,,,,1
volumes,values_changed,4fd9792d3203e41abeac8cd84d926f94ef243917,https://github.com/search?q=4fd9792d3203e41abeac8cd84d926f94ef243917&type=Commits,removed cache option,,,,,
volumes,iterable_item_added,7620d72c013de41a6cd3cd7aa91ee14023062983,https://github.com/search?q=7620d72c013de41a6cd3cd7aa91ee14023062983&type=Commits,new volume added,,,,1,
image,values_changed,b900d1cb68d20d53f851e9dc2e9e8cc7283ab2cf,https://github.com/search?q=b900d1cb68d20d53f851e9dc2e9e8cc7283ab2cf&type=Commits,image tag added,,,,,
volumes,dictionary_item_added,5c66d9c579e01bd7d07ea351fbbd5bb83b1d4b1b,https://github.com/search?q=5c66d9c579e01bd7d07ea351fbbd5bb83b1d4b1b&type=Commits,added volume to make db data persistant,,,,,1
image,values_changed,9c23536c3f5dfd44490fa9d3f30433877340ee06,https://github.com/search?q=9c23536c3f5dfd44490fa9d3f30433877340ee06&type=Commits,wrong image link corrected,,,,,
volumes,values_changed,466a393e3ffc9a9aa68e34cf59299a1222317168,https://github.com/search?q=466a393e3ffc9a9aa68e34cf59299a1222317168&type=Commits,changed the shared volume mapping,,,,,
volumes,dictionary_item_added,6996a1a742b3069c2f9469ce954637d2fc0c5a19,https://github.com/search?q=6996a1a742b3069c2f9469ce954637d2fc0c5a19&type=Commits,new volume added to service,,,,,1
image,values_changed,d020800e57b7391836bb5bb5b0a3e55526a7da12,https://github.com/search?q=d020800e57b7391836bb5bb5b0a3e55526a7da12&type=Commits,image version pinned,,,,,
image,values_changed,60122d333ad044b1fdb91f6f375eaa07ac1e056b,https://github.com/search?q=60122d333ad044b1fdb91f6f375eaa07ac1e056b&type=Commits,image version upgraded,,,,,
image,dictionary_item_added,ec6e01e83ca0beabb354c274fb187dc151e1c37d,https://github.com/search?q=ec6e01e83ca0beabb354c274fb187dc151e1c37d&type=Commits,dockerhub image used instead of manually built,,,,,
image,values_changed,0d16ee1c257e73bb4c5da1ed23063e2836d568f1,https://github.com/search?q=0d16ee1c257e73bb4c5da1ed23063e2836d568f1&type=Commits,image version upgraded,,,,,
image,values_changed,9c1cdde53b50343a9d57645e978c711ce3faace5,https://github.com/search?q=9c1cdde53b50343a9d57645e978c711ce3faace5&type=Commits,removed image tag,,,,,
volumes,values_changed,c178689d21e959c1c0707b264f518d0c14e81488,https://github.com/search?q=c178689d21e959c1c0707b264f518d0c14e81488&type=Commits,variable substiution used,,,,,
image,values_changed,1519f131cdcf1390053552c0ba6fdb8a56173f25,https://github.com/search?q=1519f131cdcf1390053552c0ba6fdb8a56173f25&type=Commits,image version upgraded,,,,,
image,values_changed,dc131f2a846d4c4837de4c265fa7bf9d3f373762,https://github.com/search?q=dc131f2a846d4c4837de4c265fa7bf9d3f373762&type=Commits,image version upgraded,,,,,
volumes,iterable_item_added,0726c249e090f73d28d6f2f7d1cfe93a1ae70fe9,https://github.com/search?q=0726c249e090f73d28d6f2f7d1cfe93a1ae70fe9&type=Commits,removed string quote,,1,,1,
image,values_changed,b2ac084d011e787c2025d259fa1c9b98fbc25958,https://github.com/search?q=b2ac084d011e787c2025d259fa1c9b98fbc25958&type=Commits,image changed,,,,,
image,values_changed,7bf10c2f0a0820b4fe72495a0323c9d18d326970,https://github.com/search?q=7bf10c2f0a0820b4fe72495a0323c9d18d326970&type=Commits,image version upgraded,,,,,
image,dictionary_item_added,8063b58e64916416663e7dc2fbe6becdc338ad5c,https://github.com/search?q=8063b58e64916416663e7dc2fbe6becdc338ad5c&type=Commits,removed manual build and use image from registry,,,,,
image,dictionary_item_added,1b7ef84a2e164bc8781b2836797487fd012cb719,https://github.com/search?q=1b7ef84a2e164bc8781b2836797487fd012cb719&type=Commits,removed manual build and use image from registry,,,,,
image,values_changed,95ca366ab2f351a39beb55218ea6a532045ab3ae,https://github.com/search?q=95ca366ab2f351a39beb55218ea6a532045ab3ae&type=Commits,image version upgraded,,,,,
image,values_changed,301c94d13ce7f2122babba8699de6d97809d036e,https://github.com/search?q=301c94d13ce7f2122babba8699de6d97809d036e&type=Commits,unknown,,,,,
image,values_changed,f87e38cf759e44fd40d115d15f2b77e738ee43da,https://github.com/search?q=f87e38cf759e44fd40d115d15f2b77e738ee43da&type=Commits,unknown,,,,,
volumes,values_changed,da6de6cb4c0ca1f89e0b96bb5dfe01ff278c54c0,https://github.com/search?q=da6de6cb4c0ca1f89e0b96bb5dfe01ff278c54c0&type=Commits,cleanup,,,,,
volumes,iterable_item_removed,652dec26309c4707f3b1f4fe464fead1cedd1cdf,https://github.com/search?q=652dec26309c4707f3b1f4fe464fead1cedd1cdf&type=Commits,unknown,,,,,
image,dictionary_item_removed,aab49b6d27558ad5dbf4cc508f10efa4de1d0783,https://github.com/search?q=aab49b6d27558ad5dbf4cc508f10efa4de1d0783&type=Commits,unknown,,,,,
volumes,iterable_item_removed,5d49cdc9e75595c71ac87751b4bf763847024680,https://github.com/search?q=5d49cdc9e75595c71ac87751b4bf763847024680&type=Commits,unknown,,,,,
image,dictionary_item_added,9a25904244845021b1d7a3d939bc5215a8affeda,https://github.com/search?q=9a25904244845021b1d7a3d939bc5215a8affeda&type=Commits,unknown,,,,,
volumes,iterable_item_added,fca3b5be1ad2bf699549a63dbf8ca903d58b60ca,https://github.com/search?q=fca3b5be1ad2bf699549a63dbf8ca903d58b60ca&type=Commits,unknown,,,,,1
volumes,values_changed,69393d392b6e9527cf1d405960139c864767711b,https://github.com/search?q=69393d392b6e9527cf1d405960139c864767711b&type=Commits,wrong path corrected,,,,,
image,values_changed,1b49260234dae6a69a58deb56fb76a0904b7953b,https://github.com/search?q=1b49260234dae6a69a58deb56fb76a0904b7953b&type=Commits,unknown,,,,,
image,values_changed,e6f23ac3a078e1a98bd740b423e3856706a71919,https://github.com/search?q=e6f23ac3a078e1a98bd740b423e3856706a71919&type=Commits,image version upgraded,,,,,
image,values_changed,ad6d0c083a775bfc3f2093cba9b1b47b4c9427d5,https://github.com/search?q=ad6d0c083a775bfc3f2093cba9b1b47b4c9427d5&type=Commits,version pinned from latest,,,,,
volumes,dictionary_item_added,6b7317e190071991e0df6c53d55e4a3f370494fc,https://github.com/search?q=6b7317e190071991e0df6c53d55e4a3f370494fc&type=Commits,unknown,,,,1,
image,values_changed,15e4470dd73ab91b6d9680f2557252c29c5062d7,https://github.com/search?q=15e4470dd73ab91b6d9680f2557252c29c5062d7&type=Commits,forgot to update image tag,,,,,
volumes,values_changed,28069b0d7ae9a13f31a90d5e9806b01e1627d484,https://github.com/search?q=28069b0d7ae9a13f31a90d5e9806b01e1627d484&type=Commits,unknown,,,,,
volumes,values_changed,5c2db15d047c9b8a4c3a5ab3dab48b9ed35e8a8a,https://github.com/search?q=5c2db15d047c9b8a4c3a5ab3dab48b9ed35e8a8a&type=Commits,refactoring,,,,,
volumes,values_changed,f36287b6a525f4596155eadd5d06bca46dd51846,https://github.com/search?q=f36287b6a525f4596155eadd5d06bca46dd51846&type=Commits,unknown,,,,,
image,values_changed,b8688b67c181eafe1c3b9a30093d77aa753e9265,https://github.com/search?q=b8688b67c181eafe1c3b9a30093d77aa753e9265&type=Commits,official image is used instead of community image,,,,,
image,values_changed,3e02e08f5554783d5c635f69d88cd7e42b0de9c9,https://github.com/search?q=3e02e08f5554783d5c635f69d88cd7e42b0de9c9&type=Commits,official image is used instead of community image,,,,,
image,values_changed,0187e9007f1918c86da32a6d3f6a3f2f837d3c22,https://github.com/search?q=0187e9007f1918c86da32a6d3f6a3f2f837d3c22&type=Commits,unknown,,,,,
image,values_changed,7f046b10828f67ce60e2f66e5540d20b21960a9c,https://github.com/search?q=7f046b10828f67ce60e2f66e5540d20b21960a9c&type=Commits,image version upgraded,,,,,
image,values_changed,6357dca148ee3d99fc45dd765ffa9384bdc3d317,https://github.com/search?q=6357dca148ee3d99fc45dd765ffa9384bdc3d317&type=Commits,image version upgraded,,,,,
image,values_changed,b45d60dca6a5b8921b7a46c9dfa0e484d77ff003,https://github.com/search?q=b45d60dca6a5b8921b7a46c9dfa0e484d77ff003&type=Commits,image version upgraded,,,,,
image,dictionary_item_added,48c7ea96c1ca7b3cb7abf35661f5be88a9c64afe,https://github.com/search?q=48c7ea96c1ca7b3cb7abf35661f5be88a9c64afe&type=Commits,official image is used instead of community image,,,,,
image,values_changed,516dee7a67583eeea33ef0d84b34422f24585cea,https://github.com/search?q=516dee7a67583eeea33ef0d84b34422f24585cea&type=Commits,image version upgraded,,,,,
image,values_changed,2ee9ad0d937db73402ec5a77fe64c2f0bee9532f,https://github.com/search?q=2ee9ad0d937db73402ec5a77fe64c2f0bee9532f&type=Commits,used variable in image version,,,,,
image,values_changed,53c4fb1a376290830ee61be924e2656e3c594da2,https://github.com/search?q=53c4fb1a376290830ee61be924e2656e3c594da2&type=Commits,unknown,,,,,
image,values_changed,435954acda99a7a2c01f7c8449554494d1cf2b5e,https://github.com/search?q=435954acda99a7a2c01f7c8449554494d1cf2b5e&type=Commits,image version upgraded to fix a bug,,,,,
image,values_changed,2bb750d0e76b36f08c0d26f7b3e4daaf5340dd10,https://github.com/search?q=2bb750d0e76b36f08c0d26f7b3e4daaf5340dd10&type=Commits,image version upgraded,,,,,
volumes,iterable_item_removed,d8d85cb34926f6635d30a2c2a1347ca9100b41f5,https://github.com/search?q=d8d85cb34926f6635d30a2c2a1347ca9100b41f5&type=Commits,unknown,,,,,
volumes,values_changed,0cb197bca7990500e1d4465eac0eca13e951f64e,https://github.com/search?q=0cb197bca7990500e1d4465eac0eca13e951f64e&type=Commits,unknown,,,,,
image,values_changed,7e249ac39fbd054d87c74259a4a6b4edb6c287f2,https://github.com/search?q=7e249ac39fbd054d87c74259a4a6b4edb6c287f2&type=Commits,use a differnet version of image to fix an issue,,,,,
volumes,iterable_item_added,a3d88110ce148230c95472ffa84a021e75efe085,https://github.com/search?q=a3d88110ce148230c95472ffa84a021e75efe085&type=Commits,unknown,,1,,1,
volumes,iterable_item_removed,ce2f1bae83f3786e868fda907923bfd6c451cb8e,https://github.com/search?q=ce2f1bae83f3786e868fda907923bfd6c451cb8e&type=Commits,refactoring,,,,,
image,values_changed,c2a955fc4323f959794e827a8105c5ddd3ca91d8,https://github.com/search?q=c2a955fc4323f959794e827a8105c5ddd3ca91d8&type=Commits,unknown,,,,,
volumes,iterable_item_removed,970bdadf8bebe9da25e86a3d307e843218aa076c,https://github.com/search?q=970bdadf8bebe9da25e86a3d307e843218aa076c&type=Commits,unknown,,,,,
volumes,iterable_item_removed,61224bf544a837e816598e349869292fe0c0cacd,https://github.com/search?q=61224bf544a837e816598e349869292fe0c0cacd&type=Commits,unknown,,,,,
volumes,dictionary_item_added,9bf0d51fea995802425352ac86c3a6127b1ccbd8,https://github.com/search?q=9bf0d51fea995802425352ac86c3a6127b1ccbd8&type=Commits,accesing docker daemon from container,,1,,1,
image,values_changed,e5c32365341f976be073aee4c2f56730dceb7d5e,https://github.com/search?q=e5c32365341f976be073aee4c2f56730dceb7d5e&type=Commits,version pinned from latest,,,,,
image,values_changed,b0314c9cdd014b53001b49546d791ffc239e86e5,https://github.com/search?q=b0314c9cdd014b53001b49546d791ffc239e86e5&type=Commits,moved to the alpine version of image,,,,,
image,dictionary_item_removed,7e64ca64be6e1f065f6210b66c9910c21c27d62e,https://github.com/search?q=7e64ca64be6e1f065f6210b66c9910c21c27d62e&type=Commits,unknown,,,,,
volumes,values_changed,9aa485513a900963c7ec484c238ab698d870c636,https://github.com/search?q=9aa485513a900963c7ec484c238ab698d870c636&type=Commits,unknown,,,,,
volumes,iterable_item_removed,d848b4e59eae78301a1a504aaff494d1e106e75e,https://github.com/search?q=d848b4e59eae78301a1a504aaff494d1e106e75e&type=Commits,unknown,,,,,
volumes,values_changed,b95520745ea5ce438fda4ea585f8cc3ccafa0168,https://github.com/search?q=b95520745ea5ce438fda4ea585f8cc3ccafa0168&type=Commits,unknown,,,,,
image,values_changed,355de3d5864daaca7b05414554c20738b114b76c,https://github.com/search?q=355de3d5864daaca7b05414554c20738b114b76c&type=Commits,image version upgraded,,,,,
image,values_changed,b10b3df619fc1a0c79fce5005c6d7c75a113b907,https://github.com/search?q=b10b3df619fc1a0c79fce5005c6d7c75a113b907&type=Commits,image version upgraded,,,,,
volumes,dictionary_item_added,efe0a7a066f2a7345962780ded331aad71503ea6,https://github.com/search?q=efe0a7a066f2a7345962780ded331aad71503ea6&type=Commits,unknown,,,,,1
image,values_changed,1255eb55a5da6c211e32d61a851e494d2abe3473,https://github.com/search?q=1255eb55a5da6c211e32d61a851e494d2abe3473&type=Commits,unknown,,,,,
volumes,values_changed,58911352f0713bd652bef9d90371e316ba62e6fd,https://github.com/search?q=58911352f0713bd652bef9d90371e316ba62e6fd&type=Commits,unknown,,,,,
image,values_changed,bd288a63be9535f829182a3e9b227ca58249687b,https://github.com/search?q=bd288a63be9535f829182a3e9b227ca58249687b&type=Commits,unknown,,,,,
volumes,iterable_item_added,682d3df94b5a58b1d34be22e8be7d01e26fa3100,https://github.com/search?q=682d3df94b5a58b1d34be22e8be7d01e26fa3100&type=Commits,unknown,,,,,1
volumes,iterable_item_removed,dbca9bf3577e51840f012a2936af9d5e4b57db64,https://github.com/search?q=dbca9bf3577e51840f012a2936af9d5e4b57db64&type=Commits,cleanup,,,,,
image,values_changed,967756ba4b27129732ce9016e4512c04729e24d3,https://github.com/search?q=967756ba4b27129732ce9016e4512c04729e24d3&type=Commits,unknown,,,,,
image,values_changed,9554186bf853f109c54f1397042bb740f1c5f2d9,https://github.com/search?q=9554186bf853f109c54f1397042bb740f1c5f2d9&type=Commits,unknown,,,,,
volumes,values_changed,686f99dceb46063f14ae845b267b2c0748e36147,https://github.com/search?q=686f99dceb46063f14ae845b267b2c0748e36147&type=Commits,unknown,,,,,
volumes,iterable_item_removed,262a4517cee3b3faff396038ebc2659a550f23f5,https://github.com/search?q=262a4517cee3b3faff396038ebc2659a550f23f5&type=Commits,unknown,,,,,
image,values_changed,5abe3579a78dd73bb0703959fed55124ffa42ce3,https://github.com/search?q=5abe3579a78dd73bb0703959fed55124ffa42ce3&type=Commits,unknown,,,,,
volumes,iterable_item_added,1fdaa6d6af2d5dae5b88003ee4a89a863608d252,https://github.com/search?q=1fdaa6d6af2d5dae5b88003ee4a89a863608d252&type=Commits,unknown,,,,1 (conf),
image,values_changed,bf1cc8d84ac7084a4a44e14ddded301e26a32455,https://github.com/search?q=bf1cc8d84ac7084a4a44e14ddded301e26a32455&type=Commits,unknown,,,,,
volumes,dictionary_item_added,86104ecd42c04226ed2cf8286a54264716c5cb9f,https://github.com/search?q=86104ecd42c04226ed2cf8286a54264716c5cb9f&type=Commits,unknown,,1 (logs),,,
image,values_changed,c65e048e2254f6569e7118d7effc49f505910f3d,https://github.com/search?q=c65e048e2254f6569e7118d7effc49f505910f3d&type=Commits,unknown,,,,,
volumes,values_changed,2ca010e52a7709e26b0ff65aa81ab47a73302388,https://github.com/search?q=2ca010e52a7709e26b0ff65aa81ab47a73302388&type=Commits,refactor moved database to a different location in the host,,,,,
volumes,dictionary_item_removed,4bcd3a04a6719f86c0f72ba0e6a9d87e7baa1e93,https://github.com/search?q=4bcd3a04a6719f86c0f72ba0e6a9d87e7baa1e93&type=Commits,unknown,,,,,
volumes,values_changed,dd9b1c54787807750065e392581d27186a51024d,https://github.com/search?q=dd9b1c54787807750065e392581d27186a51024d&type=Commits,restricting downloading from web,,,,,
volumes,dictionary_item_added,a24b6a157f52fda82f4c2a20bec941b894aef209,https://github.com/search?q=a24b6a157f52fda82f4c2a20bec941b894aef209&type=Commits,unknown,,,,,1
volumes,iterable_item_added,58cc659dbf784e09eb9721689a419cb1db31d549,https://github.com/search?q=58cc659dbf784e09eb9721689a419cb1db31d549&type=Commits,sharing data between containers,,,1,,
image,values_changed,b49b37d407776ad85ac47c63de413dbb1d93bef3,https://github.com/search?q=b49b37d407776ad85ac47c63de413dbb1d93bef3&type=Commits,unknown,,,,,
image,values_changed,837c7ce4bf00ce5de9950dfc8f2200b1714676b5,https://github.com/search?q=837c7ce4bf00ce5de9950dfc8f2200b1714676b5&type=Commits,moved to a alpine version,,,,,
volumes,values_changed,ff553580d3ffc3a4986c2815cb6434465553d4d3,https://github.com/search?q=ff553580d3ffc3a4986c2815cb6434465553d4d3&type=Commits,unknown,,,,,
image,values_changed,118963b3edfd49c53462ff98ab8d714f5273881c,https://github.com/search?q=118963b3edfd49c53462ff98ab8d714f5273881c&type=Commits,unknown,,,,,
volumes,values_changed,a212606686ff7e683482890bdaca82d32dcb1e77,https://github.com/search?q=a212606686ff7e683482890bdaca82d32dcb1e77&type=Commits,unknown,,,,,
volumes,values_changed,7353061696d160315db35e9a1e4b5e747edfe7a0,https://github.com/search?q=7353061696d160315db35e9a1e4b5e747edfe7a0&type=Commits,moved to alpine version,,,,,
volumes,iterable_item_removed,e0559fe254782edc231386915d85a33d5199a424,https://github.com/search?q=e0559fe254782edc231386915d85a33d5199a424&type=Commits,unknown,,,,,
image,values_changed,6755f42c76f7e6ba7103fb9cca39b2572189e12e,https://github.com/search?q=6755f42c76f7e6ba7103fb9cca39b2572189e12e&type=Commits,unknown,,,,,
image,dictionary_item_removed,53d790a10e7030ad1a5c0fe4e64a1adc5749a2c4,https://github.com/search?q=53d790a10e7030ad1a5c0fe4e64a1adc5749a2c4&type=Commits,unknown,,,,,
image,values_changed,69a076d3b917b4eef411c1ac4a81dcd241d9e2fb,https://github.com/search?q=69a076d3b917b4eef411c1ac4a81dcd241d9e2fb&type=Commits,update to the latest digest,,,,,
image,values_changed,9cedc455bc782219f663233c3524336174d16f77,https://github.com/search?q=9cedc455bc782219f663233c3524336174d16f77&type=Commits,update the version of the image to match the release number,,,,,
volumes,iterable_item_removed,3f4750b69cc745c2e33420437b8ea6823a73ede0,https://github.com/search?q=3f4750b69cc745c2e33420437b8ea6823a73ede0&type=Commits,unknown,,,,,
volumes,values_changed,d131229c95f47d8b58f95fcd1260bb749efc64db,https://github.com/search?q=d131229c95f47d8b58f95fcd1260bb749efc64db&type=Commits,unknown,,,,,
image,values_changed,ddb1ae313e35b203d404acf34b980d3ffe8b5170,https://github.com/search?q=ddb1ae313e35b203d404acf34b980d3ffe8b5170&type=Commits,moved to a alpine version to reduce size,,,,,
volumes,dictionary_item_removed,0d3a65babd16864d15283b44dc3c5a7a6f57cf63,https://github.com/search?q=0d3a65babd16864d15283b44dc3c5a7a6f57cf63&type=Commits,unknown,,,,,
volumes,dictionary_item_added,82cb2d202528cc6ba44f304773346bc528a332d2,https://github.com/search?q=82cb2d202528cc6ba44f304773346bc528a332d2&type=Commits,unknown,,,,,1
volumes,values_changed,a2b8267cd56abc4ac273798f581c037179f510a5,https://github.com/search?q=a2b8267cd56abc4ac273798f581c037179f510a5&type=Commits,variable substitution used to make the path more configurable,,,,,
volumes,iterable_item_added,038d1171945b884239fb1817cd975e45a73e1226,https://github.com/search?q=038d1171945b884239fb1817cd975e45a73e1226&type=Commits,unknown,,,,,1
image,values_changed,502d46d3d036f794455c5618ee17e3854b3a9eaf,https://github.com/search?q=502d46d3d036f794455c5618ee17e3854b3a9eaf&type=Commits,unknown,,,,,
volumes,iterable_item_added,c002461b0265d676c790a2693ed73e648654e0b6,https://github.com/search?q=c002461b0265d676c790a2693ed73e648654e0b6&type=Commits,unknown,,,,1 (conf),
